movie_title,wiki_summary
Toy Story 2 (1999),Toy Story 2 is a 1999 American animated adventure comedy film produced by Pixar Animation Studios for Walt Disney Pictures.
Toy Story 3 (2010),Toy Story 3 is a  2010 American animated comedy-drama film produced by Pixar Animation Studios for Walt Disney Pictures.
"Toy, The (1982)",The Toy is a 1982 American comedy film directed by Richard Donner.
Toys (1992),"Toys is a 1992 American fantasy comedy film directed by Barry Levinson, cowritten by Levinson and Valerie Curtin, and starring Robin Williams, Michael Gambon, Joan Cusack, Robin Wright, LL Cool J, Arthur Malet, Donald O'Connor, Jack Warden and Jamie Foxx in his feature film debut."
"Tracey Fragments, The (2007)",The Tracey Fragments is a 2007 Canadian psychological drama film directed by Bruce McDonald and written by Maureen Medved.
Trading Places (1983),Trading Places is a 1983 American comedy film directed by John Landis and written by Timothy Harris and Herschel Weingrod.
Trail of the Pink Panther (1982),Trail of the Pink Panther is a 1982 comedy film directed by Blake Edwards and starring Peter Sellers.
Trailer Park Boys (1999),Trailer Park Boys is a Canadian mockumentary television sitcom created by Mike Clattenburg that began airing in 2001 as a continuation of his 1999 film bearing the same name.
Train of Life (Train de vie) (1998),"Train of Life (in French Train de vie; in Romanian Trenul vieţii) is a 1998 tragicomedy film by France, Belgium, Netherlands, Israel and Romania made in the French language."
Train to Busan (2016),Train to Busan (Korean: 부산행; RR: Busanhaeng; lit.
Training Day (2001),Training Day is a 2001 American crime thriller film directed by Antoine Fuqua and written by David Ayer.
Trainspotting (1996),"Trainspotting is a 1996 British black comedy-drama film directed by Danny Boyle, and starring Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd, Robert Carlyle and Kelly Macdonald in her film debut."
Trainwreck (2015),"Trainwreck is a 2015 American romantic sex comedy film directed and co-produced by Judd Apatow and written by and starring Amy Schumer  along with an ensemble supporting cast that includes Bill Hader, Brie Larson, Colin Quinn, John Cena, Vanessa Bayer, Tilda Swinton, Ezra Miller, Mike Birbiglia, Norman Lloyd, and NBA legend LeBron James."
Traitor (2008),"Traitor is a 2008 American spy thriller film written and directed by Jeffrey Nachmanoff, based on a story by Steve Martin."
Trance (2013),Trance is a 2013 psychological thriller film directed by Danny Boyle with a screenplay by Joe Ahearne and John Hodge from a story by Ahearne.
Transamerica (2005),"Transamerica is a 2005 American comedy-drama film written and directed by Duncan Tucker, and starring Felicity Huffman and Kevin Zegers."
Transcendence (2014),Transcendence is a 2014 American science fiction thriller film directed by Wally Pfister (in his directorial debut) and written by Jack Paglen.
Transformers (2007),Transformers is a 2007 American science fiction action film based on Hasbro's toy line of the same name.
Transformers: Age of Extinction (2014),Transformers: Age of Extinction is a 2014 American science fiction action film based on Hasbro's Transformers toy line.
Transformers: Dark of the Moon (2011),Transformers: Dark of the Moon is a 2011 American science fiction action film based on Hasbro's Transformers toy line.
Transformers: The Movie (1986),The Transformers: The Movie is a 1986 animated science fiction action film based on the Transformers television series.
Transporter 2 (2005),Transporter 2 (French: Le Transporteur 2) is a 2005 English-language French action film directed by Louis Leterrier and written by Luc Besson & Robert Mark Kamen.
Transporter 3 (2008),Transporter 3 (French: Le Transporteur 3) is a 2008 French action film directed by Olivier Megaton.
"Transporter, The (2002)",The Transporter (French: Le Transporteur) is a 2002 English-language French action film directed by Louis Leterrier from a screenplay by Luc Besson and Robert Mark Kamen.
Transsiberian (2008),TransSiberian is a 2008 psychological thriller film directed by Brad Anderson and written by Anderson and Will Conroy.
Trapped in Paradise (1994),"Trapped in Paradise is a 1994 American Christmas-themed crime comedy film written and directed by George Gallo and starring Nicolas Cage, Jon Lovitz, and Dana Carvey."
Trash Humpers (2009),Trash Humpers is a 2009 American black comedy film written and directed by Harmony Korine.
Travels of an Ant (1983),"Luis Roberto Guzmán (born April 9, 1973) is a Puerto Rican actor known for his performances in Mexican telenovelas like Alborada, and for his title role in Mexican series El Pantera."
Treasure Island (1950),"Treasure Island is a 1950 adventure film produced by RKO-Walt Disney British Productions, adapted from Robert Louis Stevenson's 1883 novel of the same name."
Treasure Island (2012),"Treasure Island (Russian: Остров Сокровищ, romanized: Ostrov Sokrovishch) is a Soviet two-part live-action/animated adventure comedy television film adaptation of Robert Louis Stevenson's novel Treasure Island (1883)."
Treasure Planet (2002),Treasure Planet is a 2002 American animated science fiction action-adventure film produced by Walt Disney Feature Animation and released by Walt Disney Pictures.
"Treasure of the Sierra Madre, The (1948)","The Treasure of the Sierra Madre is a 1948 American Neo-Western film written and directed by John Huston, and starring Humphrey Bogart, Tim Holt, Bruce Bennett, and Walter Huston - the director's father."
"Tree of Life, The (2011)",The Tree of Life is a 2011 American epic experimental coming-of-age drama film written and directed by Terrence Malick.
Trees Lounge (1996),Trees Lounge is a 1996 American comedy-drama film and the debut of Steve Buscemi as writer and director.
Tremors (1990),"Tremors is a 1990 American monster comedy horror film directed by Ron Underwood, produced by Brent Maddock and S. S. Wilson, written by Maddock, Wilson, and Underwood and starring Kevin Bacon, Fred Ward, Finn Carter, Michael Gross, and Reba McEntire."
Tremors 3: Back to Perfection (2001),"Tremors 3: Back to Perfection is a 2001 direct-to-video  horror monster film directed by Brent Maddock, and is the third installment in the Tremors series featuring the subterranean worm-creatures dubbed ""Graboids""."
Tremors 4: The Legend Begins (2004),"Tremors 4: The Legend Begins (also known as Tremors 4 or Tremors: The Legend Begins) is a 2004 direct-to-video horror Western film directed by S. S. Wilson and written by Brent Maddock, Nancy Roberts, and Wilson."
Tremors II: Aftershocks (1996),Tremors 2: Aftershocks is a 1996 direct-to-video  sequel to the comedy horror film Tremors.
Trevor Noah: African American (2013),"Trevor Noah (born 20 February 1984) is a South African comedian, writer, producer, political commentator, actor, and television host."
Trial and Error (1997),"Trial and Error is a 1997 American comedy film directed by Jonathan Lynn and starring Michael Richards, Jeff Daniels, and Charlize Theron."
"Trials of Henry Kissinger, The (2002)","The Trial of Henry Kissinger is a 2001 book by Christopher Hitchens which examines the alleged war crimes of Henry Kissinger, the National Security Advisor and later, the U.S. Secretary of State for Presidents Richard Nixon and Gerald Ford."
Triangle (2009),"Triangle is a 2009 psychological horror film written and directed by Christopher Smith and starring Melissa George, Michael Dorman, Rachael Carpani, Henry Nixon, Emma Lung, and Liam Hemsworth."
Trick 'r Treat (2007),Trick 'r Treat is a 2007 American anthology horror film written and directed by Michael Dougherty (in his directorial debut) and produced by Bryan Singer.
"Trigger Effect, The (1996)","The Trigger Effect is a 1996 American thriller film written and directed by David Koepp and starring Kyle MacLachlan, Elisabeth Shue and Dermot Mulroney."
Trilogy of Terror (1975),Trilogy of Terror is a 1975 American made-for-television anthology horror film directed by Dan Curtis and starring Karen Black.
Trinity and Sartana Are Coming (1972),"Sartana is a series of Spaghetti Western films which follows the adventures of the title character, a gunfighter and gambler who uses mechanical gadgets and seemingly supernatural powers to trick his rivals."
"Trip to Bountiful, The (1985)","The Trip to Bountiful is a 1985 American road drama film directed by Peter Masterson and starring Geraldine Page, John Heard, Carlin Glynn, Richard Bradford and Rebecca De Mornay."
"Trip to the Moon, A (Voyage dans la lune, Le) (1902)","A Trip to the Moon (French: Le voyage dans la lune) is a 1902 French science-fiction adventure trick film written, directed and produced by Georges Méliès."
"Trip, The (2002)",The Trip is a 2002 American romantic drama film directed by Miles Swain.
"Trip, The (2010)",The Trip is a 2010 British comedy film directed by Michael Winterbottom.
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",The Triplets of Belleville (French: Les Triplettes de Belleville) is a 2003 animated comedy film written and directed by Sylvain Chomet.
Trippin' (1999),"Trippin' is a 1999 American comedy film directed by David Raynr and starring Deon Richmond, Maia Campbell, Donald Faison, and Guy Torry."
Tristan & Isolde (2006),Tristan & Isolde is a 2006 epic romantic drama film directed by Kevin Reynolds and written by Dean Georgaris based on the medieval romantic legend of Tristan and Isolde.
Tristram Shandy: A Cock and Bull Story (2005),"A Cock and Bull Story (marketed in Australia, New Zealand and the United States as Tristram Shandy: A Cock and Bull Story) is a 2005 British comedy film directed by Michael Winterbottom."
"Triumph of Love, The (2001)",The Triumph of Love is a 2001 romantic comedy film based on the 18th-century French play of the same name by Pierre de Marivaux.
Triumph of the Spirit (1989),Triumph of the Spirit is a 1989 American biographical drama film directed by Robert M. Young and starring Willem Dafoe and Edward James Olmos.
Triumph of the Will (Triumph des Willens) (1934),"Triumph of the Will (German: Triumph des Willens) is a 1935 German Nazi propaganda film directed, produced, edited and co-written by Leni Riefenstahl."
Troll 2 (1990),"Troll 2, or Goblins, is a 1990 independent dark fantasy horror film written and directed by Claudio Fragasso under the pseudonym Drake Floyd."
"Troll Hunter, The (Trolljegeren) (2010)","Trollhunter (Norwegian: Trolljegeren; UK: Troll Hunter; Canada: The Troll Hunter) is a 2010 Norwegian dark fantasy film, made as a ""found footage"" mockumentary."
Tron (1982),Tron (stylized as TRON) is a 1982 American science fiction action adventure film written and directed by Steven Lisberger from a story by Lisberger and Bonnie MacBird.
Tron: Legacy (2010),"Tron: Legacy (stylized as TRON: Legacy) is a 2010 American science fiction action film directed by Joseph Kosinski from a screenplay  by Adam Horowitz and Edward Kitsis, based on a story by Horowitz, Kitsis, Brian Klugman, and Lee Sternthal."
Troop Beverly Hills (1989),"Troop Beverly Hills is a 1989 American adventure comedy film directed by Jeff Kanew and starring Shelley Long, Craig T. Nelson, Betty Thomas, Mary Gross, Stephanie Beacham, and Jenny Lewis in her film debut."
Tropic Thunder (2008),"Tropic Thunder is a 2008 satirical action comedy film directed by Ben Stiller, who wrote the screenplay with Justin Theroux and Etan Cohen."
"Trou, Le (Hole, The) (Night Watch, The) (1960)",The Hole (French: Le Trou) is a 1960 French crime film directed by Jacques Becker.
Trouble in Paradise (1932),"Trouble in Paradise is a 1932 American pre-Code romantic comedy film directed by Ernst Lubitsch and starring Miriam Hopkins, Kay Francis, and Herbert Marshall."
"Trouble with Harry, The (1955)",The Trouble with Harry is a 1955 American Technicolor black comedy film directed by Alfred Hitchcock.
Troy (2004),Troy is a 2004 epic historical war film directed by Wolfgang Petersen and written by David Benioff.
True Crime (1996),True Crime is a 1996 American psychological thriller film directed and written by Pat Verducci and starring Alicia Silverstone and Kevin Dillon.
True Crime (1999),"True Crime is a 1999 American mystery thriller film directed by Clint Eastwood, and based on Andrew Klavan's 1995 novel of the same name."
True Grit (1969),"True Grit is a 1969 American Western film directed by Henry Hathaway, starring John Wayne as U.S. Marshal Rooster Cogburn, Glen Campbell as La Boeuf and Kim Darby as Mattie Ross."
True Grit (2010),"True Grit is a 2010 American Western film directed, written, produced, and edited by Joel Coen and Ethan Coen."
True Lies (1994),"True Lies is a 1994 American action comedy film written and directed by James Cameron, based on the 1991 French comedy film La Totale!"
True Romance (1993),True Romance is a 1993 American romantic crime film directed by Tony Scott and written by Quentin Tarantino.
True Stories (1986),"True Stories (full onscreen title: True Stories: A Film About a Bunch of People in Virgil Texas.) is a 1986 American satirical musical comedy film directed by David Byrne, who stars alongside John Goodman, Swoosie Kurtz, and Spalding Gray."
True Story (2015),True Story is a 2015 American mystery thriller film that was directed by Rupert Goold in his directorial debut.
"Truly, Madly, Deeply (1991)","Truly, Madly, Deeply is a 1990 British fantasy drama film made for the BBC's Screen Two series, by BBC Films, Lionheart and Winston Pictures."
"Truman Show, The (1998)","The Truman Show is a 1998 American psychological comedy drama film written and co-produced by Andrew Niccol, and directed by Peter Weir."
Trumbo (2015),Trumbo is a 2015 American biographical drama film directed by Jay Roach and written by John McNamara.
Trust (1990),Trust is a 1990 romantic black comedy film written and directed by Hal Hartley and starring Adrienne Shelly and Martin Donovan.
Truth (2015),Truth is a 2015 American biographical political drama film written and directed by James Vanderbilt in his directorial debut.
"Truth About Cats & Dogs, The (1996)",The Truth About Cats & Dogs is a 1996 American romantic comedy film directed by Michael Lehmann and written by Audrey Wells.
"Truth About Charlie, The (2002)",The Truth About Charlie is a 2002 mystery film.
Tsotsi (2005),Tsotsi is a 2005 crime drama film written and directed by Gavin Hood and produced by Peter Fudakowski.
Tuck Everlasting (2002),"Tuck Everlasting is a 2002 American romantic fantasy drama film directed by Jay Russell and written by Jeffrey Lieber and James V. Hart, based on Natalie Babbitt's 1975 book of the same name."
Tucker & Dale vs Evil (2010),Tucker & Dale vs.
Tuesdays with Morrie (1999),"Tuesdays with Morrie is a 1999 American biographical drama television film directed by Mick Jackson and written by Thomas Rickman, based on journalist Mitch Albom's 1997 memoir of the same title."
Tully (2000),"Tully is a 2000 American drama film written and directed by Hilary Birmingham, starring Glenn Fitzgerald, Anson Mount, Bob Burrus and Julianne Nicholson."
Tupac: Resurrection (2003),Tupac: Resurrection is a 2003 American documentary film about the life and death of rapper Tupac Shakur.
Turbo (2013),Turbo is a 2013 American animated sports comedy film produced by DreamWorks Animation and distributed by 20th Century Fox.
Turbo Kid (2015),"Turbo Kid is a 2015 post-apocalyptic superhero film written and directed by François Simard, Anouk Whissell, and Yoann-Karl Whissell."
Turbo: A Power Rangers Movie (1997),Turbo: A Power Rangers Movie is a 1997 American superhero film directed by David Winning and Shuki Levy and written by Levy and Shell Danielson.
Turbulence (1997),"Turbulence is a 1997 American action thriller film directed by Robert Butler, and starring Ray Liotta and Lauren Holly."
Turkish Delight (Turks fruit) (1973),"Turkish Delight (Dutch: Turks fruit) is a 1973 Dutch erotic romantic drama film directed by Paul Verhoeven from a screenplay by Gerard Soeteman, based on the 1969 novel Turks Fruit by Jan Wolkers."
Turner & Hooch (1989),Turner & Hooch is a 1989 American buddy cop comedy film starring Tom Hanks and Beasley the Dog as the eponymous characters respectively.
"Turning Point, The (1977)","The Turning Point is a 1977 American drama film centered on the world of ballet in New York City, written by Arthur Laurents and directed by Herbert Ross."
Turtle Diary (1985),"Turtle Diary is a 1985 British film directed by John Irvin and starring Glenda Jackson, Ben Kingsley, and Michael Gambon."
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014),Teenage Mutant Ninja Turtles is a 1990 American superhero action comedy film based on the comic book characters created by Kevin Eastman and Peter Laird.
Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),"Turtles Can Fly is a 2004 Kurdish war drama film written, directed and co-produced by Bahman Ghobadi."
Tusk (2014),"Tusk is a 2014 American independent body horror comedy psychological thriller film written and directed by Kevin Smith, based on a story from his SModcast podcast."
"Tuskegee Airmen, The (1995)","The Tuskegee Airmen is a 1995 HBO television movie based on the exploits of an actual groundbreaking unit, the first African-American combat pilots in the United States Army Air Corps, that fought in World War II. The film was directed by Robert Markowitz and stars Laurence Fishburne, Cuba Gooding Jr., John Lithgow, and Malcolm-Jamal Warner."
"Tuxedo, The (2002)",The Tuxedo is a 2002 American science fiction action comedy film directed by Kevin Donovan and starring Jackie Chan and Jennifer Love Hewitt.
Twelfth Night (1996),"Twelfth Night (also known as Twelfth Night: Or What You Will) is a 1996 romantic comedy film adaptation of William Shakespeare's play, directed by Trevor Nunn and featuring an all-star cast."
"Twelve Chairs, The (1970)","The Twelve Chairs is a 1970 American comedy film directed and written by Mel Brooks, and starring Frank Langella, Ron Moody and Dom DeLuise."
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Barrel of Monkeys is a toy game released by Lakeside Toys in 1965.
Twelve O'Clock High (1949),"Twelve O'Clock High is a 1949 American war film directed by Henry King and based on the novel of the same name by Sy Bartlett and Beirne Lay, Jr."
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)","This is a list of all Asterix volumes, including the 40 official albums and various tie-ins."
Twentieth Century (1934),"Twentieth Century is a 1934 American pre-Code screwball comedy film directed by Howard Hawks and starring John Barrymore, Carole Lombard, Walter Connolly, and Roscoe Karns."
Twilight (1998),"Twilight is a 1998 American neo-noir thriller film directed by Robert Benton, written by Benton and Richard Russo, and starring Paul Newman, Susan Sarandon, Gene Hackman, Reese Witherspoon, Stockard Channing, and James Garner."
"Twilight Saga: Breaking Dawn - Part 1, The (2011)",The Twilight Saga: Breaking Dawn – Part 2 is a 2012 American romantic fantasy film directed by Bill Condon.
"Twilight Saga: Breaking Dawn - Part 2, The (2012)","The Twilight Saga: Breaking Dawn – Part 1 (or simply Breaking Dawn – Part 1) is a 2011 American romantic fantasy film directed by Bill Condon from a screenplay by Melissa Rosenberg, based on the 2008 novel Breaking Dawn by Stephenie Meyer."
"Twilight Saga: Eclipse, The (2010)",The Twilight Saga: Eclipse is a 2010 American romantic fantasy film directed by David Slade.
"Twilight Saga: New Moon, The (2009)","The Twilight Saga: New Moon (or simply New Moon) is a 2009 American romantic fantasy film directed by Chris Weitz from a screenplay by Melissa Rosenberg, based on the 2006 novel New Moon by Stephenie Meyer."
"Twilight Samurai, The (Tasogare Seibei) (2002)","The Twilight Samurai (たそがれ清兵衛, literally ""Twilight Seibei"") is a 2002 Japanese historical drama film co-written and directed by Yoji Yamada and starring Hiroyuki Sanada and Rie Miyazawa."
Twin Dragons (Shuang long hui) (1992),"Twin Dragons is a 1992 Hong Kong action comedy film directed by Ringo Lam and Tsui Hark, and starring Jackie Chan in a double role as identical twin brothers separated at birth."
Twin Peaks: Fire Walk with Me (1992),Twin Peaks: Fire Walk with Me is a 1992 psychological horror film directed by David Lynch and written by Lynch and Robert Engels.
Twinsters (2015),"Twinsters is a 2015 documentary film which covers the true-life story of identical twin sisters, separated at birth, discovering each other on-line, meeting, confirming their identity with a DNA test, and exploring aspects of their background together."
Twisted (2004),"Twisted is a 2004 American psychological thriller directed by Philip Kaufman, written by Sarah Thorp, and starring Ashley Judd, Samuel L. Jackson, and Andy García."
Twister (1990),"Twister is a 1989 American comedy film directed by Michael Almereyda and starring Suzy Amis, Crispin Glover, Harry Dean Stanton, and Dylan McDermott."
Two Brothers (Deux frères) (2004),"Two Brothers (German:Zwei Brüder) is a 1929 German silent film directed by Mikhail Dubson and starring Hilde Jennings, Maria Forescu and Carl Auen."
Two Can Play That Game (2001),Two Can Play That Game is a 2001 American romantic comedy film written and directed by Mark Brown and starring Vivica A. Fox and Morris Chestnut.
"Two Days, One Night (Deux jours, une nuit) (2014)","Two Days, One Night (French: Deux jours, une nuit) is a 2014 drama film written and directed by the Dardenne brothers, starring Marion Cotillard and Fabrizio Rongione."
"Two Escobars, The (2010)",Andrés Escobar Saldarriaga (Spanish pronunciation: [anˈdɾes eskoˈβaɾ saldaˈrjaɣa]; 13 March 1967 – 2 July 1994) was a Colombian professional footballer who played as a center-back.
Two Family House (2000),"Two Family House is a 2000 American film produced by Alan Klingenstein, based on the story of the uncle of the film's writer and director Raymond De Felitta."
Two Girls and a Guy (1997),Two Girls and a Guy is a 1997 American black comedy-drama film written and directed by James Toback and produced by Edward R. Pressman and Chris Hanley.
"Two Jakes, The (1990)",The Two Jakes is a 1990 American neo-noir mystery film and the sequel to the 1974 film Chinatown.
Two Moon Junction (1988),"Two Moon Junction is a 1988 American erotic romantic drama film written and directed by Zalman King, and starring Sherilyn Fenn and Richard Tyson."
Two Much (1995),"Two Much is a 1995 romantic screwball comedy film based on Donald Westlake's novel of the same name, and is also a remake of the 1984 French comedy film Le Jumeau, which was also based on Westlake's novel."
Two Mules for Sister Sara (1970),Two Mules for Sister Sara is a 1970 American-Mexican Western film in Panavision directed by Don Siegel and starring Shirley MacLaine and Clint Eastwood set during the French intervention in Mexico (1861–1867).
Two Night Stand (2014),"Two Night Stand is a 2014 American romantic comedy film directed by Max Nichols, written by Mark Hammer, and starring Miles Teller, Lio Tipton, Jessica Szohr, Leven Rambin, and Scott Mescudi."
Two Weeks Notice (2002),"Two Weeks Notice is a 2002 American romantic comedy film written and directed by Marc Lawrence and starring Sandra Bullock and Hugh Grant, with Alicia Witt, Dana Ivey, Robert Klein, and Heather Burns."
"Two Women (Ciociara, La) (1960)","Two Women (Italian: La ciociara [la tʃoˈtʃaːra], rough literal translation ""The Woman from Ciociaria"") is a 1960 war drama film directed by Vittorio De Sica from a screenplay he co-wrote with Cesare Zavattini, based on the 1957 novel of the same name by Alberto Moravia."
Two for the Money (2005),"Two for the Money is a 2005 American sports-drama film directed by D. J. Caruso and starring Al Pacino, Matthew McConaughey, Rene Russo, Armand Assante, and Carly Pope."
Two if by Sea (1996),"Two If by Sea (also known in the United Kingdom as Stolen Hearts) is a 1996 American romantic comedy film directed by Bill Bennett, and starring Sandra Bullock and Denis Leary."
Tyler Perry's Daddy's Little Girls (2007),"Daddy's Little Girls is a 2007 American romantic comedy-drama film written and directed by Tyler Perry, produced by Perry and Reuben Cannon, and starring Gabrielle Union, Idris Elba, Louis Gossett Jr., and Tracee Ellis Ross."
Tyler Perry's Diary of a Mad Black Woman (2005),Diary of a Mad Black Woman is a 2005 American romantic comedy drama film directed by Darren Grant and written by Tyler Perry.
Tyler Perry's I Can Do Bad All by Myself (2009),"I Can Do Bad All by Myself is a 2009 American romantic musical comedy-drama film which was released on September 11, 2009."
U Turn (1997),"U Turn is a 1997 American neo-noir crime thriller film directed by Oliver Stone, and starring Sean Penn, Billy Bob Thornton, Jennifer Lopez, Jon Voight, Powers Boothe, Joaquin Phoenix, Claire Danes and Nick Nolte."
U-571 (2000),U-571 is a 2000 submarine film directed by Jonathan Mostow from a screenplay he co-wrote with Sam Montgomery and David Ayer.
U.S. Marshals (1998),"U.S. Marshals is a 1998 American action crime thriller film directed by Stuart Baird, with a script written by John Pogue."
"U.S. vs. John Lennon, The (2006)",The U.S. vs.
U2: Rattle and Hum (1988),"Rattle and Hum is a hybrid live/studio album by Irish rock band U2, and a companion rockumentary film directed by Phil Joanou."
UHF (1989),"UHF (released internationally as The Vidiot from UHF) is a 1989 American comedy film starring ""Weird Al"" Yankovic, David Bowe, Fran Drescher, Victoria Jackson, Kevin McCarthy, Michael Richards, Stanley Brock, Gedde Watanabe, Billy Barty, Anthony Geary, Emo Philips and Trinidad Silva."
Ugetsu (Ugetsu monogatari) (1953),"Ugetsu (雨月物語, Ugetsu Monogatari, lit."
"Ugly Duckling and Me!, The (2006)",The Ugly Duckling and Me!
"Ugly Truth, The (2009)","The Ugly Truth  is a 2009 American romantic comedy film directed by Robert Luketic, written by Nicole Eastman, Karen McCullah Lutz and Kirsten Smith, and starring Katherine Heigl and Gerard Butler."
"Ugly, The (1997)","The Ugly is a 1997 New Zealand horror film, the first feature directed and written by Scott Reynolds."
Ulee's Gold (1997),Ulee's Gold is a 1997 American drama film written and directed by Victor Nuñez and starring Peter Fonda in the title role.
Ultimate Avengers (2006),"Marvel Animated Features (MAF) is a series of eight direct-to-video animated superhero films made by MLG Productions, a joint venture between Marvel Studios (later Marvel Animation) and Lions Gate Entertainment."
Ultimate Avengers 2 (2006),"Marvel Animated Features (MAF) is a series of eight direct-to-video animated superhero films made by MLG Productions, a joint venture between Marvel Studios (later Marvel Animation) and Lions Gate Entertainment."
Ultraviolet (2006),Ultraviolet is a 2006 American science fiction action film written and directed by Kurt Wimmer and produced by Screen Gems.
Umberto D. (1952),Umberto D. (pronounced [umˈbɛrto di]) is a 1952 Italian neorealist film directed by Vittorio De Sica.
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","The Umbrellas of Cherbourg (French: Les Parapluies de Cherbourg) is a 1964 musical romantic drama film written and directed by Jacques Demy, with music by Michel Legrand."
UnHung Hero (2013),UnHung Hero is a 2013 documentary directed by Brian Spitz and starring Patrick Moote.
"Unbearable Lightness of Being, The (1988)","The Unbearable Lightness of Being is a 1988 American romantic drama film, an adaptation of the 1984 novel of the same name by Milan Kundera."
Unbelievable Adventures of Italians in Russia (1974),"Unbelievable Adventures of Italians in Russia (Russian: Невероятные приключения итальянцев в России, translit."
Unbroken (2014),"Unbroken is a 2014 American biographical war drama film produced and directed by Angelina Jolie and written by the Coen brothers, Richard LaGravenese, and William Nicholson."
Uncle Buck (1989),"Uncle Buck is a 1989 American comedy-drama film written and directed by John Hughes, and starring John Candy and Amy Madigan with Jean Louisa Kelly, Laurie Metcalf, Jay Underwood, Macaulay Culkin, Gaby Hoffmann, Elaine Bromka, and Garrett M. Brown appearing in supporting roles."
Uncle Nino (2003),"Uncle Nino is a 2003 American film directed by Robert Shallcross, produced by David James, and starring Joe Mantegna, Anne Archer, Pierrino Mascarino, Trevor Morgan, and Gia Mantegna."
Uncommon Valor (1983),"Uncommon Valor is a 1983 American action war film directed by Ted Kotcheff and starring: Gene Hackman, Fred Ward, Reb Brown, Randall ""Tex"" Cobb, Robert Stack, Patrick Swayze, Harold Sylvester and Tim Thomerson."
Undead (2003),"Undead is a 2003 Australian zombie science fiction comedy horror film written and directed by Michael and Peter Spierig and starring Felicity Mason, Mungo McKay and Rob Jenkins."
Under Siege (1992),"Under Siege is a 1992 American action thriller film directed by Andrew Davis, written by J. F. Lawton, and starring Steven Seagal as a former Navy SEAL who must intercept a group of mercenaries, led by Tommy Lee Jones, after they commandeer the U.S. Navy battleship Missouri."
Under Siege 2: Dark Territory (1995),"Under Siege 2: Dark Territory is a 1995 American action thriller film directed by Geoff Murphy, starring Steven Seagal as the ex-Navy SEAL, Casey Ryback."
Under Suspicion (2000),"Under Suspicion is a 2000 American-French thriller film directed by Stephen Hopkins and starring Gene Hackman, Morgan Freeman, Monica Bellucci and Thomas Jane."
Under the Rainbow (1981),"Under the Rainbow is a 1981 American comedy film directed by Steve Rash and starring Chevy Chase, Carrie Fisher, Eve Arden, and Billy Barty."
Under the Sand (2000),"Under the Sand (French: Sous le sable, pronounced [su lə sɑbl]) is a 2000 French drama film directed and written by François Ozon."
Under the Skin (2013),"Under the Skin is a 2013  science fiction film directed by Jonathan Glazer and written by Glazer and Walter Campbell, loosely based on the 2000 novel by Michel Faber."
Under the Tuscan Sun (2003),"Under the Tuscan Sun is a 2003 American romantic comedy-drama written, produced, and directed by Audrey Wells and starring Diane Lane."
Undercover Blues (1993),Undercover Blues is a 1993 action comedy film about a family of secret agents written by Ian Abrams and directed by Herbert Ross and starring Kathleen Turner and Dennis Quaid.
Undercover Brother (2002),Undercover Brother is a 2002 American satirical spy action comedy blaxploitation film directed by Malcolm D. Lee and starring Eddie Griffin.
Undercurrent (1946),"Undercurrent is a 1946 American film noir drama directed by Vincente Minnelli and starring Katharine Hepburn, Robert Taylor, and Robert Mitchum."
Underground (1995),"Underground (Serbian: Подземље / Podzemlje), is a 1995 comedy-drama film directed by Emir Kusturica, with a screenplay co-written with Dušan Kovačević."
Underneath (1995),"The Underneath is a 1995 American crime film directed by Steven Soderbergh, from a screenplay he co-wrote under the pseudonym Sam Lowry with Daniel Fuchs, and starring Peter Gallagher and Alison Elliott."
Undertaking Betty (Plots with a View) (2002),"Plots with a View, released internationally as Undertaking Betty, is a 2002 British romantic black comedy film written by Frederick Ponzlov, directed by Nick Hurran, starring Brenda Blethyn, Robert Pugh, Alfred Molina, Naomi Watts, Lee Evans and Christopher Walken."
Undertow (2004),"Undertow is a 2004 American psychological thriller film co-written and directed by David Gordon Green and starring Jamie Bell, Devon Alan, Dermot Mulroney and Josh Lucas."
Underworld (1996),"Underworld is a 1996 neo-noir action comedy film directed by Roger Christian and starring Denis Leary, Joe Mantegna and Annabella Sciorra."
Underworld: Awakening (2012),"Underworld: Awakening is a 2012 American action horror film directed by Måns Mårlind and Björn Stein from a screenplay by Len Wiseman, John Hlavin, J. Michael Straczynski, and Allison Burnett, based on a story by Wiseman and Hlavin."
Underworld: Blood Wars (2016),"Underworld: Blood Wars is a 2016 action horror film directed by Anna Foerster from a screenplay by Cory Goodman, based on a story by Kyle Ward and Goodman."
Underworld: Evolution (2006),"Underworld: Evolution is a 2006 American action horror film directed by Len Wiseman from a screenplay by Danny McBride, based on a story by Wiseman and McBride."
Underworld: Rise of the Lycans (2009),"Underworld: Rise of the Lycans is a 2009 American action horror film directed by Patrick Tatopoulos from a screenplay by Danny McBride, Dirk Blackman, and Howard McCain, based on a story by Len Wiseman, Robert Orr, and McBride."
